,datetime,doy
0,2013-07-24 11:01:00,205
1,2013-07-24 19:37:30,205
2,2013-07-24 19:38:40,205
3,2013-07-26 01:43:00,207
4,2013-07-30 20:01:30,211
5,2013-07-31 19:21:00,212
6,2013-07-31 20:28:30,212
